"C02584V03137","Vehicle Category","C01841V02268","Type of Fuel","TLIST(M1)","Month","STATISTIC","Statistic Label","UNIT","VALUE"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","200909","2009M09","TDM01C1","All Vehicle Registrations","Number","2053"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","200909","2009M09","TDM01C2","New Vehicle Registrations","Number","739"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","200909","2009M09","TDM01C3","Second Hand Vehicle Registrations","Number","1314"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","200910","2009M10","TDM01C1","All Vehicle Registrations","Number","1758"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","200910","2009M10","TDM01C2","New Vehicle Registrations","Number","519"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","200910","2009M10","TDM01C3","Second Hand Vehicle Registrations","Number","1239"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","200911","2009M11","TDM01C1","All Vehicle Registrations","Number","1492"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","200911","2009M11","TDM01C2","New Vehicle Registrations","Number","358"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","200911","2009M11","TDM01C3","Second Hand Vehicle Registrations","Number","1134"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","200912","2009M12","TDM01C1","All Vehicle Registrations","Number","1140"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","200912","2009M12","TDM01C2","New Vehicle Registrations","Number","183"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","200912","2009M12","TDM01C3","Second Hand Vehicle Registrations","Number","957"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201001","2010M01","TDM01C1","All Vehicle Registrations","Number","3245"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201001","2010M01","TDM01C2","New Vehicle Registrations","Number","2390"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201001","2010M01","TDM01C3","Second Hand Vehicle Registrations","Number","855"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201002","2010M02","TDM01C1","All Vehicle Registrations","Number","2838"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201002","2010M02","TDM01C2","New Vehicle Registrations","Number","1678"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201002","2010M02","TDM01C3","Second Hand Vehicle Registrations","Number","1160"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201003","2010M03","TDM01C1","All Vehicle Registrations","Number","3106"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201003","2010M03","TDM01C2","New Vehicle Registrations","Number","1760"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201003","2010M03","TDM01C3","Second Hand Vehicle Registrations","Number","1346"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201004","2010M04","TDM01C1","All Vehicle Registrations","Number","2111"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201004","2010M04","TDM01C2","New Vehicle Registrations","Number","945"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201004","2010M04","TDM01C3","Second Hand Vehicle Registrations","Number","1166"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201005","2010M05","TDM01C1","All Vehicle Registrations","Number","2015"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201005","2010M05","TDM01C2","New Vehicle Registrations","Number","966"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201005","2010M05","TDM01C3","Second Hand Vehicle Registrations","Number","1049"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201006","2010M06","TDM01C1","All Vehicle Registrations","Number","1974"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201006","2010M06","TDM01C2","New Vehicle Registrations","Number","929"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","2","Diesel","201006","2010M06","TDM01C3","Second Hand Vehicle Registrations","Number","1045"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200601","2006M01","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200601","2006M01","TDM01C2","New Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200601","2006M01","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200602","2006M02","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200602","2006M02","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200602","2006M02","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200603","2006M03","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200603","2006M03","TDM01C2","New Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200603","2006M03","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200604","2006M04","TDM01C1","All Vehicle Registrations","Number","4"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200604","2006M04","TDM01C2","New Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200604","2006M04","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200605","2006M05","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200605","2006M05","TDM01C2","New Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200605","2006M05","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200606","2006M06","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200606","2006M06","TDM01C2","New Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200606","2006M06","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200607","2006M07","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200607","2006M07","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200607","2006M07","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200608","2006M08","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200608","2006M08","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200608","2006M08","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200609","2006M09","TDM01C1","All Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200609","2006M09","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200609","2006M09","TDM01C3","Second Hand Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200610","2006M10","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200610","2006M10","TDM01C2","New Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200610","2006M10","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200611","2006M11","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200611","2006M11","TDM01C2","New Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200611","2006M11","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200612","2006M12","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200612","2006M12","TDM01C2","New Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200612","2006M12","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200701","2007M01","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200701","2007M01","TDM01C2","New Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200701","2007M01","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200702","2007M02","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200702","2007M02","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200702","2007M02","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200703","2007M03","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200703","2007M03","TDM01C2","New Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200703","2007M03","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200704","2007M04","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200704","2007M04","TDM01C2","New Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200704","2007M04","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200705","2007M05","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200705","2007M05","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200705","2007M05","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200706","2007M06","TDM01C1","All Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200706","2007M06","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200706","2007M06","TDM01C3","Second Hand Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200707","2007M07","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200707","2007M07","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200707","2007M07","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200708","2007M08","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200708","2007M08","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200708","2007M08","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200709","2007M09","TDM01C1","All Vehicle Registrations","Number","5"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200709","2007M09","TDM01C2","New Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200709","2007M09","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200710","2007M10","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200710","2007M10","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200710","2007M10","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200711","2007M11","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200711","2007M11","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200711","2007M11","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200712","2007M12","TDM01C1","All Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200712","2007M12","TDM01C2","New Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200712","2007M12","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200801","2008M01","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200801","2008M01","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200801","2008M01","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200802","2008M02","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200802","2008M02","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200802","2008M02","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200803","2008M03","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200803","2008M03","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200803","2008M03","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200804","2008M04","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200804","2008M04","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200804","2008M04","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200805","2008M05","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200805","2008M05","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200805","2008M05","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200806","2008M06","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200806","2008M06","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200806","2008M06","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200807","2008M07","TDM01C1","All Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200807","2008M07","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200807","2008M07","TDM01C3","Second Hand Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200808","2008M08","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200808","2008M08","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200808","2008M08","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200809","2008M09","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200809","2008M09","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200809","2008M09","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200810","2008M10","TDM01C1","All Vehicle Registrations","Number","6"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200810","2008M10","TDM01C2","New Vehicle Registrations","Number","4"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200810","2008M10","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200811","2008M11","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200811","2008M11","TDM01C2","New Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200811","2008M11","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200812","2008M12","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200812","2008M12","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200812","2008M12","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200901","2009M01","TDM01C1","All Vehicle Registrations","Number","5"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200901","2009M01","TDM01C2","New Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200901","2009M01","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200902","2009M02","TDM01C1","All Vehicle Registrations","Number","7"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200902","2009M02","TDM01C2","New Vehicle Registrations","Number","6"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200902","2009M02","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200903","2009M03","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200903","2009M03","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200903","2009M03","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200904","2009M04","TDM01C1","All Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200904","2009M04","TDM01C2","New Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200904","2009M04","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200905","2009M05","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200905","2009M05","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200905","2009M05","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200906","2009M06","TDM01C1","All Vehicle Registrations","Number","5"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200906","2009M06","TDM01C2","New Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200906","2009M06","TDM01C3","Second Hand Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200907","2009M07","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200907","2009M07","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200907","2009M07","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200908","2009M08","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200908","2009M08","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200908","2009M08","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200909","2009M09","TDM01C1","All Vehicle Registrations","Number","13"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200909","2009M09","TDM01C2","New Vehicle Registrations","Number","11"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200909","2009M09","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200910","2009M10","TDM01C1","All Vehicle Registrations","Number","4"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200910","2009M10","TDM01C2","New Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200910","2009M10","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200911","2009M11","TDM01C1","All Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200911","2009M11","TDM01C2","New Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200911","2009M11","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200912","2009M12","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200912","2009M12","TDM01C2","New Vehicle Registrations","Number","0"
